204664	204723	204781	204840	204899	204957	205016	205075	205133	205192	205251	205309	205368	205427	205485	205544	205603	205661	205720	205779	205837	205896	205955	206013	206072	206131	206189	206248	206307	206365	206424	206483	206541	206600	206659	206717	206776	206835	206893	206952	207011	207069	207128	207187	207245	207304	207363	207421	207480	207539	207597	207656	207715	207773	207832	207891	207949	208008	208067	208125	208184	208243	208301	208360	208419	208477	208536	208595	208653	208712	208771	208829	208888	208947	209005	209064	209123	209181	209240	209299	209357	209416	209475	209533	209592	209651	209709	209768	209827	209885	209944	210003	210061	210120	210179	210237	210296	210355	210413	210472

-------------------------------------------------------------------
2.90795E-3	2.92641E-3	2.97653E-3	3.03885E-3	3.09120E-3	3.15436E-3	3.23148E-3	3.28930E-3	3.37981E-3	3.46903E-3	3.56634E-3	3.66601E-3	3.76267E-3	3.85980E-3	4.00489E-3	4.12327E-3	4.22793E-3	4.39323E-3	4.56402E-3	4.69283E-3	4.88848E-3	5.07171E-3	5.24790E-3	5.49531E-3	5.68267E-3	5.97006E-3	6.18582E-3	6.44851E-3	6.79516E-3	7.06814E-3	7.36694E-3	7.69959E-3	8.04470E-3	8.48725E-3	8.91467E-3	9.32051E-3	9.71883E-3	1.01176E-2	1.03591E-2	1.04651E-2	1.03964E-2	1.00990E-2	9.97305E-3	1.00096E-2	9.73830E-3	9.33627E-3	8.96946E-3	8.66959E-3	8.43608E-3	8.16060E-3	7.92585E-3	7.60319E-3	7.32489E-3	7.00680E-3	6.75460E-3	6.49014E-3	6.22685E-3	5.98674E-3	5.77713E-3	5.52732E-3	5.29699E-3	5.10406E-3	4.90673E-3	4.72040E-3	4.53797E-3	4.36163E-3	4.25100E-3	4.10204E-3	3.96064E-3	3.84903E-3	3.75295E-3	3.62185E-3	3.48212E-3	3.39878E-3	3.26721E-3	3.24912E-3	3.17950E-3	3.10511E-3	3.05082E-3	2.98969E-3	2.94508E-3	2.89131E-3	2.81971E-3	2.78599E-3	2.71837E-3	2.66609E-3	2.66566E-3	2.56778E-3	2.53934E-3	2.50585E-3	2.48198E-3	2.47072E-3	2.41977E-3	2.40199E-3	2.38107E-3	2.34438E-3	2.32391E-3	2.30795E-3	2.27560E-3	2.25921E-3
2.91562E-3	2.94482E-3	2.97311E-3	3.02103E-3	3.10212E-3	3.19025E-3	3.22584E-3	3.27639E-3	3.38956E-3	3.47508E-3	3.55288E-3	3.64401E-3	3.74381E-3	3.84915E-3	3.97448E-3	4.16259E-3	4.24983E-3	4.37990E-3	4.52492E-3	4.69596E-3	4.86602E-3	5.05077E-3	5.25082E-3	5.44872E-3	5.66305E-3	5.89556E-3	6.15807E-3	6.41678E-3	6.73832E-3	6.99337E-3	7.36888E-3	7.66618E-3	8.04128E-3	8.47205E-3	8.85969E-3	9.27068E-3	9.68541E-3	1.00178E-2	1.02830E-2	1.04027E-2	1.03068E-2	1.00184E-2	9.96688E-3	1.00577E-2	9.74835E-3	9.23006E-3	8.84891E-3	8.54731E-3	8.32009E-3	8.06305E-3	7.79342E-3	7.50773E-3	7.20043E-3	6.92596E-3	6.65958E-3	6.39161E-3	6.11739E-3	5.87801E-3	5.65714E-3	5.42737E-3	5.23257E-3	5.02071E-3	4.81922E-3	4.65422E-3	4.49325E-3	4.33940E-3	4.21087E-3	4.06656E-3	3.92558E-3	3.80793E-3	3.69452E-3	3.58764E-3	3.47716E-3	3.37436E-3	3.34380E-3	3.22889E-3	3.17128E-3	3.10213E-3	3.03837E-3	2.96866E-3	2.92910E-3	2.84397E-3	2.80363E-3	2.76374E-3	2.70866E-3	2.64611E-3	2.63944E-3	2.57751E-3	2.55862E-3	2.50822E-3	2.49025E-3	2.43913E-3	2.41667E-3	2.38222E-3	2.38034E-3	2.35545E-3	2.32833E-3	2.29753E-3	2.29850E-3	2.25418E-3
2.89218E-3	2.90701E-3	2.95996E-3	3.00678E-3	3.07000E-3	3.13015E-3	3.22371E-3	3.30374E-3	3.36838E-3	3.46155E-3	3.53553E-3	3.66817E-3	3.76396E-3	3.84432E-3	3.95724E-3	4.09661E-3	4.24796E-3	4.36360E-3	4.50972E-3	4.66620E-3	4.84349E-3	5.04331E-3	5.20451E-3	5.43281E-3	5.66336E-3	5.87460E-3	6.11560E-3	6.41608E-3	6.67509E-3	6.99283E-3	7.30297E-3	7.65699E-3	7.97341E-3	8.43353E-3	8.86130E-3	9.28181E-3	9.69383E-3	1.00415E-2	1.02236E-2	1.03332E-2	1.02466E-2	9.92895E-3	9.70210E-3	9.47912E-3	9.27140E-3	9.05870E-3	8.73652E-3	8.42981E-3	8.18878E-3	7.92804E-3	7.68448E-3	7.40463E-3	7.10849E-3	6.81057E-3	6.54567E-3	6.27694E-3	6.02284E-3	5.83929E-3	5.60027E-3	5.37621E-3	5.15285E-3	4.97379E-3	4.77498E-3	4.61907E-3	4.43300E-3	4.28657E-3	4.16273E-3	4.00806E-3	3.89353E-3	3.77135E-3	3.67590E-3	3.55883E-3	3.46237E-3	3.36702E-3	3.28390E-3	3.22639E-3	3.14229E-3	3.05576E-3	3.01190E-3	2.93190E-3	2.87567E-3	2.83139E-3	2.78176E-3	2.71659E-3	2.70426E-3	2.62402E-3	2.60005E-3	2.57255E-3	2.53699E-3	2.52608E-3	2.46823E-3	2.43549E-3	2.39800E-3	2.39705E-3	2.36709E-3	2.32396E-3	2.31920E-3	2.29747E-3	2.27084E-3	2.23147E-3
2.87872E-3	2.88800E-3	2.92492E-3	2.99046E-3	3.04804E-3	3.11501E-3	3.18498E-3	3.26570E-3	3.35889E-3	3.44960E-3	3.51837E-3	3.63395E-3	3.72368E-3	3.83209E-3	3.94812E-3	4.09522E-3	4.20172E-3	4.35933E-3	4.49743E-3	4.65011E-3	4.82727E-3	5.00880E-3	5.18440E-3	5.42031E-3	5.62522E-3	5.92459E-3	6.14009E-3	6.39077E-3	6.65469E-3	6.95234E-3	7.26986E-3	7.59662E-3	8.00694E-3	8.43272E-3	8.79733E-3	9.20315E-3	9.58665E-3	9.93831E-3	1.01543E-2	1.02569E-2	1.01283E-2	9.82575E-3	9.56308E-3	9.32577E-3	9.13142E-3	8.84648E-3	8.59326E-3	8.31100E-3	8.05223E-3	7.79870E-3	7.54130E-3	7.26070E-3	6.97953E-3	6.67908E-3	6.41646E-3	6.15162E-3	5.91837E-3	5.70397E-3	5.48893E-3	5.26421E-3	5.06066E-3	4.88544E-3	4.70885E-3	4.51809E-3	4.36083E-3	4.22010E-3	4.09700E-3	3.98521E-3	3.87612E-3	3.71696E-3	3.62964E-3	3.51407E-3	3.43703E-3	3.32865E-3	3.25135E-3	3.19208E-3	3.12774E-3	3.03756E-3	2.96270E-3	2.93021E-3	2.87407E-3	2.81241E-3	2.75409E-3	2.70963E-3	2.66157E-3	2.62214E-3	2.60012E-3	2.54582E-3	2.52572E-3	2.47439E-3	2.44671E-3	2.41799E-3	2.39644E-3	2.37757E-3	2.34509E-3	2.33141E-3	2.28054E-3	2.28196E-3	2.24817E-3	2.24237E-3
2.87760E-3	2.87908E-3	2.93411E-3	2.97193E-3	3.02356E-3	3.09476E-3	3.17206E-3	3.24595E-3	3.33036E-3	3.42956E-3	3.51539E-3	3.62449E-3	3.69913E-3	3.81657E-3	3.93623E-3	4.03344E-3	4.16720E-3	4.31666E-3	4.45589E-3	4.62392E-3	4.80215E-3	4.95572E-3	5.13979E-3	5.35579E-3	5.58263E-3	5.81062E-3	6.06780E-3	6.32860E-3	6.60179E-3	6.89491E-3	7.19527E-3	7.53506E-3	7.90080E-3	8.32491E-3	8.70486E-3	9.10812E-3	9.48270E-3	9.83328E-3	1.00211E-2	1.01080E-2	1.00176E-2	9.65038E-3	9.42598E-3	9.19076E-3	8.98142E-3	8.68708E-3	8.42414E-3	8.14432E-3	7.89552E-3	7.64866E-3	7.39603E-3	7.12597E-3	6.84471E-3	6.56907E-3	6.30262E-3	6.03544E-3	5.82535E-3	5.62208E-3	5.41425E-3	5.20686E-3	5.02471E-3	4.82652E-3	4.64748E-3	4.49244E-3	4.32300E-3	4.16492E-3	4.04854E-3	3.92268E-3	3.79360E-3	3.69329E-3	3.59084E-3	3.48226E-3	3.40147E-3	3.30344E-3	3.22954E-3	3.14669E-3	3.09438E-3	3.03674E-3	2.96413E-3	2.91049E-3	2.83323E-3	2.79263E-3	2.72849E-3	2.69443E-3	2.63601E-3	2.59390E-3	2.56641E-3	2.53236E-3	2.50736E-3	2.47203E-3	2.44994E-3	2.40387E-3	2.39236E-3	2.37386E-3	2.32353E-3	2.31066E-3	2.29827E-3	2.25129E-3	2.25483E-3	2.24695E-3
2.86298E-3	2.87218E-3	2.91089E-3	2.96028E-3	3.01946E-3	3.08339E-3	3.16301E-3	3.21775E-3	3.30669E-3	3.38175E-3	3.45993E-3	3.57247E-3	3.68677E-3	3.78589E-3	3.91998E-3	4.02861E-3	4.13758E-3	4.28512E-3	4.43331E-3	4.59521E-3	4.76415E-3	4.97013E-3	5.13195E-3	5.30879E-3	5.53968E-3	5.77910E-3	5.99401E-3	6.29418E-3	6.56305E-3	6.81728E-3	7.16331E-3	7.50105E-3	7.90404E-3	8.28707E-3	8.64249E-3	9.08400E-3	9.43983E-3	9.75266E-3	9.90543E-3	9.99172E-3	9.83825E-3	9.47329E-3	9.25219E-3	9.00841E-3	8.80141E-3	8.53319E-3	8.25601E-3	8.00694E-3	7.76408E-3	7.51366E-3	7.26693E-3	6.98643E-3	6.70981E-3	6.42974E-3	6.16467E-3	5.93155E-3	5.73009E-3	5.52388E-3	5.31256E-3	5.12127E-3	4.90647E-3	4.72924E-3	4.56372E-3	4.41589E-3	4.23300E-3	4.10670E-3	3.98815E-3	3.86703E-3	3.72094E-3	3.60684E-3	3.54341E-3	3.45220E-3	3.33956E-3	3.26421E-3	3.19509E-3	3.13727E-3	3.04961E-3	2.98457E-3	2.89667E-3	2.87180E-3	2.82365E-3	2.75401E-3	2.71247E-3	2.67308E-3	2.62567E-3	2.59057E-3	2.55886E-3	2.54781E-3	2.48826E-3	2.46093E-3	2.42840E-3	2.42729E-3	2.37364E-3	2.34165E-3	2.30430E-3	2.29876E-3	2.27613E-3	2.26723E-3	2.25248E-3	2.21319E-3
2.83435E-3	2.85420E-3	2.90048E-3	2.94163E-3	2.99420E-3	3.04000E-3	3.12631E-3	3.20917E-3	3.28688E-3	3.36235E-3	3.43841E-3	3.54757E-3	3.65983E-3	3.76286E-3	3.86250E-3	4.00233E-3	4.09753E-3	4.23125E-3	4.42034E-3	4.55092E-3	4.71297E-3	4.88997E-3	5.06909E-3	5.26403E-3	5.46977E-3	5.74849E-3	5.98531E-3	6.19856E-3	6.45607E-3	6.73336E-3	7.06482E-3	7.49823E-3	7.99026E-3	8.23437E-3	8.55218E-3	8.94579E-3	9.28216E-3	9.59905E-3	9.80036E-3	9.87572E-3	9.69165E-3	9.30516E-3	9.10483E-3	8.84113E-3	8.61961E-3	8.35009E-3	8.10058E-3	7.85137E-3	7.59320E-3	7.36016E-3	7.06437E-3	6.81337E-3	6.57317E-3	6.36223E-3	6.05900E-3	5.84132E-3	5.60920E-3	5.39983E-3	5.22318E-3	5.01963E-3	4.83848E-3	4.64482E-3	4.49992E-3	4.32849E-3	4.20430E-3	4.06005E-3	3.92643E-3	3.81417E-3	3.70631E-3	3.62151E-3	3.50807E-3	3.40086E-3	3.29308E-3	3.21171E-3	3.16148E-3	3.09425E-3	3.01049E-3	2.95276E-3	2.89337E-3	2.86247E-3	2.79045E-3	2.72297E-3	2.70495E-3	2.65279E-3	2.60695E-3	2.60083E-3	2.54403E-3	2.49215E-3	2.47095E-3	2.44924E-3	2.41886E-3	2.38078E-3	2.34450E-3	2.32021E-3	2.32370E-3	2.28786E-3	2.27416E-3	2.24829E-3	2.21259E-3	2.20422E-3
2.84741E-3	2.86648E-3	2.87774E-3	2.93035E-3	2.98611E-3	3.02006E-3	3.11012E-3	3.18597E-3	3.26545E-3	3.33029E-3	3.39634E-3	3.54861E-3	3.62924E-3	3.73833E-3	3.83909E-3	3.94639E-3	4.07574E-3	4.21732E-3	4.37004E-3	4.53177E-3	4.66809E-3	4.82936E-3	5.00845E-3	5.21594E-3	5.41898E-3	5.65359E-3	5.88881E-3	6.11034E-3	6.37735E-3	6.65412E-3	6.98335E-3	7.42050E-3	7.80625E-3	8.08102E-3	8.48353E-3	8.83448E-3	9.18994E-3	9.51129E-3	9.65634E-3	9.70141E-3	9.49978E-3	9.15085E-3	8.89000E-3	8.68856E-3	8.41534E-3	8.15230E-3	7.87879E-3	7.62236E-3	7.42272E-3	7.23957E-3	6.96302E-3	6.66341E-3	6.38929E-3	6.15381E-3	5.92149E-3	5.70878E-3	5.52269E-3	5.31613E-3	5.13556E-3	4.90418E-3	4.73250E-3	4.57766E-3	4.41416E-3	4.26207E-3	4.12094E-3	3.96739E-3	3.85943E-3	3.76645E-3	3.64641E-3	3.53331E-3	3.43867E-3	3.37319E-3	3.26617E-3	3.19730E-3	3.12712E-3	3.04970E-3	2.97469E-3	2.91874E-3	2.88323E-3	2.80545E-3	2.76609E-3	2.71936E-3	2.64760E-3	2.62863E-3	2.60736E-3	2.56611E-3	2.50801E-3	2.46898E-3	2.42643E-3	2.41778E-3	2.37321E-3	2.35266E-3	2.33017E-3	2.32174E-3	2.30098E-3	2.28138E-3	2.29879E-3	2.27231E-3	2.18856E-3	2.19812E-3
2.80939E-3	2.81400E-3	2.84889E-3	2.89517E-3	2.95471E-3	3.01433E-3	3.07330E-3	3.15227E-3	3.22441E-3	3.28062E-3	3.36545E-3	3.46855E-3	3.58096E-3	3.67745E-3	3.80648E-3	3.92004E-3	4.02310E-3	4.17492E-3	4.34658E-3	4.49911E-3	4.62890E-3	4.78367E-3	4.95329E-3	5.14289E-3	5.34579E-3	5.57149E-3	5.80179E-3	6.03009E-3	6.32946E-3	6.59162E-3	6.88957E-3	7.19357E-3	7.59192E-3	7.92218E-3	8.32963E-3	8.71883E-3	9.03395E-3	9.34078E-3	9.48175E-3	9.49289E-3	9.28329E-3	8.92629E-3	8.66915E-3	8.40800E-3	8.18277E-3	7.92030E-3	7.65372E-3	7.42695E-3	7.20256E-3	6.99846E-3	6.76274E-3	6.52695E-3	6.26604E-3	6.02301E-3	5.79162E-3	5.57648E-3	5.38207E-3	5.18362E-3	5.01117E-3	4.80562E-3	4.63124E-3	4.48223E-3	4.32971E-3	4.17280E-3	4.05702E-3	3.92722E-3	3.82687E-3	3.71535E-3	3.58999E-3	3.49460E-3	3.39514E-3	3.34156E-3	3.23226E-3	3.16618E-3	3.07096E-3	3.01733E-3	2.92357E-3	2.88959E-3	2.83151E-3	2.77106E-3	2.73713E-3	2.68367E-3	2.64148E-3	2.60547E-3	2.56967E-3	2.52128E-3	2.49576E-3	2.45967E-3	2.43150E-3	2.41059E-3	2.37597E-3	2.35158E-3	2.34199E-3	2.31326E-3	2.27532E-3	2.27005E-3	2.25173E-3	2.21464E-3	2.19724E-3	2.20789E-3
2.79801E-3	2.81046E-3	2.84497E-3	2.87711E-3	2.94482E-3	2.98543E-3	3.05149E-3	3.11338E-3	3.19267E-3	3.28627E-3	3.35725E-3	3.43917E-3	3.52588E-3	3.64152E-3	3.76031E-3	3.88622E-3	3.99652E-3	4.15554E-3	4.28535E-3	4.43724E-3	4.59147E-3	4.75187E-3	4.91983E-3	5.11700E-3	5.31513E-3	5.51315E-3	5.74957E-3	5.96882E-3	6.20770E-3	6.48442E-3	6.77206E-3	7.06769E-3	7.40725E-3	7.80468E-3	8.18394E-3	8.52354E-3	8.87309E-3	9.15047E-3	9.25588E-3	9.27801E-3	9.02090E-3	8.68869E-3	8.43950E-3	8.18714E-3	7.94041E-3	7.68116E-3	7.43384E-3	7.22539E-3	7.01492E-3	6.80698E-3	6.59347E-3	6.37676E-3	6.10801E-3	5.86841E-3	5.66234E-3	5.46521E-3	5.28162E-3	5.09538E-3	4.92330E-3	4.72571E-3	4.55195E-3	4.41299E-3	4.25975E-3	4.11070E-3	4.00986E-3	3.86849E-3	3.77465E-3	3.65691E-3	3.55580E-3	3.46967E-3	3.38900E-3	3.26072E-3	3.19755E-3	3.11996E-3	3.04841E-3	2.98907E-3	2.91342E-3	2.86126E-3	2.79253E-3	2.76542E-3	2.71963E-3	2.65614E-3	2.62336E-3	2.58927E-3	2.53560E-3	2.50445E-3	2.48500E-3	2.44319E-3	2.42026E-3	2.39257E-3	2.37282E-3	2.33638E-3	2.29843E-3	2.27926E-3	2.29488E-3	2.25551E-3	2.23808E-3	2.20472E-3	2.21090E-3	2.20343E-3
2.79772E-3	2.80427E-3	2.82564E-3	2.86474E-3	2.95000E-3	2.98587E-3	3.03934E-3	3.09016E-3	3.17253E-3	3.25146E-3	3.34493E-3	3.45029E-3	3.51063E-3	3.62124E-3	3.71305E-3	3.87866E-3	3.95958E-3	4.09109E-3	4.24180E-3	4.38868E-3	4.54934E-3	4.70683E-3	4.86786E-3	5.04925E-3	5.24094E-3	5.44060E-3	5.64336E-3	5.88004E-3	6.12446E-3	6.39320E-3	6.67704E-3	6.96508E-3	7.34365E-3	7.68110E-3	8.03663E-3	8.40382E-3	8.66594E-3	8.91950E-3	9.03249E-3	9.02043E-3	8.75401E-3	8.35869E-3	8.10661E-3	7.86441E-3	7.66718E-3	7.43729E-3	7.19110E-3	6.98924E-3	6.80908E-3	6.60320E-3	6.41153E-3	6.19211E-3	5.93324E-3	5.72918E-3	5.51433E-3	5.31444E-3	5.16243E-3	4.97975E-3	4.82747E-3	4.63142E-3	4.49605E-3	4.33974E-3	4.18898E-3	4.04656E-3	3.91988E-3	3.80205E-3	3.70472E-3	3.59658E-3	3.49160E-3	3.39756E-3	3.31877E-3	3.22011E-3	3.18755E-3	3.08109E-3	2.99628E-3	2.95772E-3	2.89588E-3	2.84125E-3	2.78909E-3	2.71616E-3	2.66770E-3	2.62617E-3	2.59169E-3	2.55588E-3	2.52496E-3	2.47989E-3	2.45827E-3	2.42862E-3	2.40590E-3	2.36632E-3	2.34832E-3	2.32056E-3	2.30731E-3	2.30952E-3	2.27630E-3	2.24526E-3	2.22219E-3	2.19371E-3	2.17980E-3	2.17841E-3
2.75330E-3	2.76004E-3	2.78621E-3	2.83002E-3	2.88640E-3	2.94154E-3	3.00282E-3	3.06985E-3	3.14258E-3	3.23904E-3	3.30482E-3	3.38592E-3	3.48659E-3	3.58484E-3	3.68837E-3	3.78619E-3	3.90578E-3	4.07168E-3	4.20871E-3	4.33194E-3	4.49521E-3	4.67090E-3	4.79120E-3	4.98593E-3	5.18230E-3	5.40640E-3	5.60670E-3	5.76939E-3	6.04549E-3	6.27444E-3	6.53995E-3	6.83210E-3	7.13760E-3	7.48689E-3	7.83273E-3	8.18605E-3	8.47954E-3	8.72654E-3	8.79365E-3	8.70508E-3	8.40884E-3	8.02959E-3	7.76811E-3	7.56338E-3	7.36626E-3	7.10621E-3	6.89536E-3	6.70530E-3	6.57330E-3	6.37067E-3	6.18534E-3	5.95956E-3	5.77076E-3	5.57957E-3	5.37667E-3	5.20815E-3	5.01451E-3	4.87871E-3	4.73464E-3	4.54850E-3	4.37227E-3	4.22489E-3	4.09381E-3	3.97616E-3	3.87621E-3	3.75785E-3	3.63975E-3	3.54118E-3	3.43543E-3	3.36230E-3	3.28343E-3	3.20189E-3	3.12852E-3	3.05548E-3	2.95480E-3	2.93563E-3	2.85577E-3	2.80235E-3	2.74736E-3	2.70525E-3	2.65057E-3	2.59476E-3	2.55649E-3	2.52265E-3	2.49728E-3	2.44912E-3	2.43965E-3	2.40681E-3	2.36008E-3	2.36431E-3	2.33586E-3	2.29789E-3	2.30489E-3	2.27551E-3	2.24820E-3	2.20483E-3	2.21442E-3	2.21492E-3	2.18256E-3	2.16132E-3
2.78054E-3	2.77264E-3	2.76938E-3	2.82211E-3	2.86609E-3	2.91758E-3	2.99005E-3	3.03992E-3	3.11565E-3	3.18322E-3	3.26807E-3	3.38998E-3	3.46641E-3	3.54482E-3	3.64063E-3	3.75512E-3	3.86213E-3	4.01476E-3	4.14664E-3	4.29972E-3	4.43733E-3	4.56503E-3	4.72738E-3	4.92000E-3	5.10658E-3	5.27300E-3	5.49094E-3	5.67507E-3	5.92498E-3	6.12678E-3	6.39594E-3	6.69332E-3	7.01435E-3	7.34505E-3	7.68564E-3	7.98246E-3	8.22623E-3	8.43379E-3	8.47805E-3	8.40172E-3	8.04881E-3	7.70527E-3	7.46480E-3	7.26636E-3	7.04734E-3	6.82023E-3	6.63587E-3	6.44565E-3	6.32868E-3	6.16532E-3	5.99174E-3	5.81240E-3	5.58464E-3	5.40698E-3	5.22432E-3	5.05907E-3	4.89857E-3	4.75480E-3	4.60337E-3	4.45267E-3	4.26447E-3	4.13350E-3	4.03354E-3	3.88116E-3	3.78901E-3	3.67395E-3	3.58515E-3	3.48616E-3	3.38796E-3	3.31548E-3	3.22058E-3	3.15175E-3	3.07834E-3	2.98470E-3	2.93831E-3	2.88794E-3	2.81206E-3	2.76513E-3	2.72416E-3	2.66426E-3	2.62929E-3	2.56089E-3	2.53828E-3	2.50323E-3	2.47246E-3	2.43833E-3	2.40611E-3	2.36868E-3	2.36533E-3	2.33236E-3	2.29960E-3	2.28646E-3	2.27125E-3	2.26835E-3	2.21456E-3	2.21022E-3	2.22208E-3	2.17581E-3	2.17274E-3	2.13792E-3
2.74847E-3	2.74071E-3	2.75166E-3	2.78793E-3	2.84718E-3	2.87951E-3	2.95317E-3	3.01644E-3	3.07739E-3	3.14523E-3	3.24653E-3	3.34427E-3	3.41171E-3	3.49541E-3	3.60245E-3	3.70819E-3	3.82592E-3	3.95010E-3	4.09123E-3	4.23028E-3	4.34965E-3	4.51279E-3	4.64599E-3	4.84317E-3	5.00702E-3	5.20854E-3	5.41094E-3	5.60005E-3	5.81744E-3	6.03455E-3	6.28195E-3	6.53805E-3	6.82003E-3	7.10936E-3	7.43094E-3	7.73346E-3	7.96402E-3	8.13946E-3	8.15402E-3	8.03765E-3	7.67209E-3	7.29954E-3	7.07635E-3	6.89649E-3	6.72213E-3	6.53095E-3	6.35224E-3	6.17026E-3	6.04894E-3	5.90169E-3	5.73695E-3	5.58716E-3	5.40659E-3	5.24510E-3	5.10456E-3	4.94257E-3	4.80149E-3	4.66112E-3	4.52095E-3	4.35132E-3	4.21528E-3	4.07330E-3	3.95520E-3	3.82406E-3	3.72371E-3	3.61716E-3	3.53548E-3	3.43056E-3	3.31561E-3	3.26396E-3	3.18851E-3	3.10085E-3	3.02999E-3	2.96729E-3	2.92181E-3	2.85629E-3	2.80207E-3	2.76532E-3	2.70040E-3	2.67903E-3	2.61062E-3	2.55697E-3	2.52565E-3	2.49848E-3	2.47932E-3	2.46536E-3	2.41354E-3	2.37577E-3	2.36202E-3	2.31803E-3	2.31592E-3	2.29413E-3	2.28264E-3	2.23580E-3	2.22950E-3	2.23427E-3	2.19964E-3	2.20732E-3	2.17339E-3	2.17007E-3
2.72104E-3	2.70766E-3	2.73744E-3	2.77343E-3	2.83004E-3	2.86959E-3	2.93564E-3	2.99686E-3	3.05921E-3	3.11873E-3	3.19264E-3	3.26421E-3	3.34572E-3	3.46079E-3	3.57465E-3	3.67626E-3	3.77462E-3	3.90625E-3	4.03609E-3	4.17142E-3	4.29479E-3	4.44942E-3	4.59187E-3	4.76814E-3	4.94632E-3	5.15676E-3	5.33138E-3	5.49378E-3	5.71637E-3	5.92880E-3	6.15862E-3	6.39256E-3	6.68595E-3	6.85381E-3	7.12519E-3	7.36323E-3	7.52768E-3	7.64885E-3	7.64628E-3	7.52535E-3	7.08433E-3	6.78517E-3	6.58811E-3	6.44853E-3	6.36693E-3	6.17539E-3	6.01377E-3	5.87952E-3	5.76896E-3	5.62340E-3	5.47797E-3	5.35358E-3	5.20666E-3	5.09165E-3	4.91031E-3	4.76874E-3	4.67095E-3	4.56441E-3	4.38026E-3	4.23937E-3	4.09017E-3	3.95907E-3	3.84247E-3	3.74343E-3	3.64462E-3	3.54657E-3	3.45492E-3	3.34551E-3	3.27500E-3	3.20769E-3	3.12715E-3	3.03727E-3	2.98108E-3	2.92052E-3	2.86927E-3	2.81768E-3	2.76079E-3	2.72130E-3	2.65775E-3	2.63684E-3	2.56714E-3	2.52114E-3	2.49432E-3	2.46384E-3	2.44170E-3	2.39523E-3	2.37132E-3	2.36078E-3	2.34432E-3	2.29272E-3	2.28570E-3	2.26516E-3	2.27583E-3	2.24438E-3	2.24292E-3	2.23094E-3	2.20408E-3	2.18178E-3	2.17251E-3	2.17187E-3
2.70789E-3	2.69858E-3	2.74193E-3	2.73204E-3	2.78964E-3	2.84674E-3	2.89862E-3	2.94348E-3	3.01565E-3	3.08299E-3	3.17866E-3	3.22730E-3	3.29518E-3	3.39224E-3	3.49689E-3	3.59718E-3	3.69951E-3	3.84705E-3	3.93589E-3	4.09921E-3	4.16998E-3	4.33959E-3	4.47676E-3	4.65462E-3	4.80481E-3	4.96515E-3	5.13194E-3	5.27385E-3	5.45510E-3	5.62231E-3	5.78622E-3	5.97016E-3	6.07907E-3	6.19598E-3	6.30148E-3	6.35046E-3	6.40892E-3	6.42977E-3	6.47392E-3	6.45383E-3	6.35377E-3	6.24567E-3	6.14230E-3	6.06175E-3	5.94207E-3	5.79266E-3	5.68533E-3	5.58642E-3	5.44432E-3	5.31916E-3	5.20680E-3	5.07458E-3	4.97813E-3	4.85221E-3	4.71715E-3	4.60186E-3	4.46813E-3	4.35375E-3	4.22643E-3	4.09904E-3	3.96168E-3	3.84539E-3	3.74567E-3	3.63564E-3	3.53363E-3	3.43010E-3	3.36042E-3	3.28226E-3	3.20731E-3	3.12839E-3	3.05639E-3	2.97971E-3	2.91688E-3	2.86752E-3	2.81295E-3	2.75918E-3	2.70569E-3	2.65255E-3	2.59683E-3	2.57028E-3	2.48420E-3	2.49781E-3	2.45620E-3	2.41974E-3	2.39943E-3	2.38466E-3	2.32635E-3	2.28842E-3	2.30442E-3	2.27461E-3	2.24517E-3	2.23367E-3	2.21634E-3	2.17560E-3	2.19052E-3	2.18342E-3	2.14430E-3	2.10653E-3	2.12610E-3	2.09641E-3
2.70482E-3	2.67447E-3	2.69632E-3	2.72915E-3	2.78333E-3	2.81010E-3	2.86507E-3	2.91780E-3	2.99161E-3	3.07963E-3	3.12174E-3	3.20524E-3	3.27785E-3	3.33150E-3	3.41362E-3	3.51796E-3	3.64030E-3	3.73602E-3	3.88739E-3	3.98559E-3	4.10802E-3	4.25790E-3	4.33331E-3	4.49801E-3	4.64207E-3	4.77885E-3	4.92105E-3	5.08143E-3	5.18817E-3	5.33771E-3	5.46167E-3	5.59975E-3	5.71415E-3	5.76254E-3	5.84384E-3	5.88471E-3	5.89361E-3	5.93193E-3	5.88526E-3	5.87671E-3	5.83141E-3	5.79058E-3	5.66716E-3	5.60827E-3	5.54771E-3	5.47318E-3	5.35774E-3	5.26623E-3	5.16979E-3	5.06503E-3	4.97798E-3	4.85644E-3	4.72827E-3	4.62693E-3	4.49734E-3	4.38490E-3	4.24087E-3	4.15240E-3	4.02912E-3	3.92479E-3	3.84049E-3	3.71966E-3	3.59125E-3	3.51462E-3	3.45681E-3	3.36751E-3	3.28553E-3	3.20910E-3	3.14384E-3	3.06675E-3	2.98591E-3	2.93571E-3	2.87923E-3	2.77113E-3	2.75202E-3	2.71065E-3	2.65866E-3	2.60468E-3	2.54456E-3	2.53021E-3	2.50170E-3	2.47408E-3	2.43096E-3	2.39825E-3	2.34574E-3	2.34609E-3	2.30362E-3	2.29301E-3	2.28979E-3	2.24103E-3	2.24894E-3	2.21555E-3	2.20681E-3	2.17086E-3	2.17506E-3	2.14346E-3	2.10976E-3	2.12447E-3	2.08702E-3	2.11927E-3
